Seqname,Source,FeatureType,Start,End,Score,Strand,Frame,x1,x2,Name,x3,Gene,gene_type,x5,x6
NC_017628.1,RefSeq,gene,3802289,3802831,.,-,.,gene-ECOK1_RS19200,yrdD,Gene,yrdD,protein_coding,ECOK1_RS19200,gene-ECOK1_RS19200,yrdD
NC_017628.1,RefSeq,gene,3802860,3803333,.,-,.,gene-ECOK1_RS19205,smg,Gene,smg,protein_coding,ECOK1_RS19205,ECOK1_3704,gene-ECOK1_RS19205
NC_017628.1,RefSeq,gene,3803305,3804429,.,-,.,gene-ECOK1_RS19210,dprA,Gene,dprA,protein_coding,ECOK1_RS19210,ECOK1_3705,gene-ECOK1_RS19210
NC_017628.1,RefSeq,gene,3804559,3805068,.,+,.,gene-ECOK1_RS19215,def,Gene,def,protein_coding,ECOK1_RS19215,ECOK1_3706,gene-ECOK1_RS19215
NC_017628.1,RefSeq,gene,3805083,3806030,.,+,.,gene-ECOK1_RS19220,fmt,Gene,fmt,protein_coding,ECOK1_RS19220,ECOK1_3707,gene-ECOK1_RS19220
NC_017628.1,RefSeq,gene,3806082,3807371,.,+,.,gene-ECOK1_RS19225,rsmB,Gene,rsmB,protein_coding,ECOK1_RS19225,ECOK1_3708,gene-ECOK1_RS19225
NC_017628.1,RefSeq,gene,3807393,3808769,.,+,.,gene-ECOK1_RS19230,trkA,Gene,trkA,protein_coding,ECOK1_RS19230,ECOK1_3709,gene-ECOK1_RS19230
NC_017628.1,RefSeq,gene,3808899,3809312,.,+,.,gene-ECOK1_RS19235,mscL,Gene,mscL,protein_coding,ECOK1_RS19235,ECOK1_3710,gene-ECOK1_RS19235
NC_017628.1,RefSeq,gene,3809309,3809527,.,-,.,gene-ECOK1_RS19240,arfA,Gene,arfA,protein_coding,ECOK1_RS19240,gene-ECOK1_RS19240,arfA
NC_017628.1,RefSeq,gene,3809583,3810008,.,-,.,gene-ECOK1_RS19245,zntR,Gene,zntR,protein_coding,ECOK1_RS19245,ECOK1_3711,gene-ECOK1_RS19245
NC_017628.1,RefSeq,gene,3810019,3810387,.,-,.,gene-ECOK1_RS19250,yhdN,Gene,yhdN,protein_coding,ECOK1_RS19250,ECOK1_3712,gene-ECOK1_RS19250
NC_017628.1,RefSeq,gene,3810494,3810877,.,-,.,gene-ECOK1_RS19255,rplQ,Gene,rplQ,protein_coding,ECOK1_RS19255,ECOK1_3713,gene-ECOK1_RS19255
NC_017628.1,RefSeq,gene,3810918,3811907,.,-,.,gene-ECOK1_RS19260,rpoA,Gene,rpoA,protein_coding,ECOK1_RS19260,ECOK1_3714,gene-ECOK1_RS19260
NC_017628.1,RefSeq,gene,3811933,3812553,.,-,.,gene-ECOK1_RS19265,rpsD,Gene,rpsD,protein_coding,ECOK1_RS19265,ECOK1_3715,gene-ECOK1_RS19265
NC_017628.1,RefSeq,gene,3812587,3812976,.,-,.,gene-ECOK1_RS19270,rpsK,Gene,rpsK,protein_coding,ECOK1_RS19270,ECOK1_3716,gene-ECOK1_RS19270
NC_017628.1,RefSeq,gene,3812993,3813349,.,-,.,gene-ECOK1_RS19275,rpsM,Gene,rpsM,protein_coding,ECOK1_RS19275,ECOK1_3717,gene-ECOK1_RS19275
NC_017628.1,RefSeq,gene,3813496,3813612,.,-,.,gene-ECOK1_RS19280,rpmJ,Gene,rpmJ,protein_coding,ECOK1_RS19280,gene-ECOK1_RS19280,rpmJ
NC_017628.1,RefSeq,gene,3813644,3814975,.,-,.,gene-ECOK1_RS19285,secY,Gene,secY,protein_coding,ECOK1_RS19285,ECOK1_3718,gene-ECOK1_RS19285
NC_017628.1,RefSeq,gene,3814983,3815417,.,-,.,gene-ECOK1_RS19290,rplO,Gene,rplO,protein_coding,ECOK1_RS19290,ECOK1_3719,gene-ECOK1_RS19290
NC_017628.1,RefSeq,gene,3815421,3815600,.,-,.,gene-ECOK1_RS19295,rpmD,Gene,rpmD,protein_coding,ECOK1_RS19295,ECOK1_3720,gene-ECOK1_RS19295
NC_017628.1,RefSeq,gene,3815604,3816107,.,-,.,gene-ECOK1_RS19300,rpsE,Gene,rpsE,protein_coding,ECOK1_RS19300,ECOK1_3721,gene-ECOK1_RS19300
NC_017628.1,RefSeq,gene,3816122,3816475,.,-,.,gene-ECOK1_RS19305,rplR,Gene,rplR,protein_coding,ECOK1_RS19305,ECOK1_3722,gene-ECOK1_RS19305
NC_017628.1,RefSeq,gene,3816485,3817018,.,-,.,gene-ECOK1_RS19310,rplF,Gene,rplF,protein_coding,ECOK1_RS19310,ECOK1_3723,gene-ECOK1_RS19310
NC_017628.1,RefSeq,gene,3817031,3817423,.,-,.,gene-ECOK1_RS19315,rpsH,Gene,rpsH,protein_coding,ECOK1_RS19315,ECOK1_3724,gene-ECOK1_RS19315
NC_017628.1,RefSeq,gene,3817457,3817762,.,-,.,gene-ECOK1_RS19320,rpsN,Gene,rpsN,protein_coding,ECOK1_RS19320,ECOK1_3725,gene-ECOK1_RS19320
NC_017628.1,RefSeq,gene,3817777,3818316,.,-,.,gene-ECOK1_RS19325,rplE,Gene,rplE,protein_coding,ECOK1_RS19325,ECOK1_3726,gene-ECOK1_RS19325
NC_017628.1,RefSeq,gene,3818331,3818645,.,-,.,gene-ECOK1_RS19330,rplX,Gene,rplX,protein_coding,ECOK1_RS19330,ECOK1_3727,gene-ECOK1_RS19330
NC_017628.1,RefSeq,gene,3818656,3819027,.,-,.,gene-ECOK1_RS19335,rplN,Gene,rplN,protein_coding,ECOK1_RS19335,ECOK1_3728,gene-ECOK1_RS19335
NC_017628.1,RefSeq,gene,3819192,3819446,.,-,.,gene-ECOK1_RS19340,rpsQ,Gene,rpsQ,protein_coding,ECOK1_RS19340,ECOK1_3729,gene-ECOK1_RS19340
NC_017628.1,RefSeq,gene,3819446,3819637,.,-,.,gene-ECOK1_RS19345,rpmC,Gene,rpmC,protein_coding,ECOK1_RS19345,ECOK1_3730,gene-ECOK1_RS19345
NC_017628.1,RefSeq,gene,3819637,3820047,.,-,.,gene-ECOK1_RS19350,rplP,Gene,rplP,protein_coding,ECOK1_RS19350,ECOK1_3731,gene-ECOK1_RS19350
NC_017628.1,RefSeq,gene,3820060,3820761,.,-,.,gene-ECOK1_RS19355,rpsC,Gene,rpsC,protein_coding,ECOK1_RS19355,ECOK1_3732,gene-ECOK1_RS19355
NC_017628.1,RefSeq,gene,3820779,3821111,.,-,.,gene-ECOK1_RS19360,rplV,Gene,rplV,protein_coding,ECOK1_RS19360,ECOK1_3733,gene-ECOK1_RS19360
NC_017628.1,RefSeq,gene,3821126,3821404,.,-,.,gene-ECOK1_RS19365,rpsS,Gene,rpsS,protein_coding,ECOK1_RS19365,ECOK1_3734,gene-ECOK1_RS19365
NC_017628.1,RefSeq,gene,3821421,3822242,.,-,.,gene-ECOK1_RS19370,rplB,Gene,rplB,protein_coding,ECOK1_RS19370,ECOK1_3735,gene-ECOK1_RS19370
NC_017628.1,RefSeq,gene,3822260,3822562,.,-,.,gene-ECOK1_RS19375,rplW,Gene,rplW,protein_coding,ECOK1_RS19375,ECOK1_3736,gene-ECOK1_RS19375
NC_017628.1,RefSeq,gene,3822559,3823164,.,-,.,gene-ECOK1_RS19380,rplD,Gene,rplD,protein_coding,ECOK1_RS19380,ECOK1_3737,gene-ECOK1_RS19380
NC_017628.1,RefSeq,gene,3823175,3823804,.,-,.,gene-ECOK1_RS19385,rplC,Gene,rplC,protein_coding,ECOK1_RS19385,ECOK1_3738,gene-ECOK1_RS19385
NC_017628.1,RefSeq,gene,3823837,3824148,.,-,.,gene-ECOK1_RS19390,rpsJ,Gene,rpsJ,protein_coding,ECOK1_RS19390,ECOK1_3739,gene-ECOK1_RS19390
NC_017628.1,RefSeq,gene,3824386,3824805,.,-,.,gene-ECOK1_RS19395,gspB,Gene,gspB,protein_coding,ECOK1_RS19395,ECOK1_3740,gene-ECOK1_RS19395
NC_017628.1,RefSeq,gene,3824807,3826276,.,-,.,gene-ECOK1_RS19400,gspA,Gene,gspA,protein_coding,ECOK1_RS19400,ECOK1_3741,gene-ECOK1_RS19400
NC_017628.1,RefSeq,gene,3826456,3827271,.,+,.,gene-ECOK1_RS19405,gspC,Gene,gspC,protein_coding,ECOK1_RS19405,ECOK1_3742,gene-ECOK1_RS19405
NC_017628.1,RefSeq,gene,3827255,3829207,.,+,.,gene-ECOK1_RS19410,gspD,Gene,gspD,protein_coding,ECOK1_RS19410,ECOK1_3743,gene-ECOK1_RS19410
NC_017628.1,RefSeq,gene,3829217,3830698,.,+,.,gene-ECOK1_RS19415,gspE,Gene,gspE,protein_coding,ECOK1_RS19415,ECOK1_3744,gene-ECOK1_RS19415
NC_017628.1,RefSeq,gene,3830695,3831891,.,+,.,gene-ECOK1_RS19420,gspF,Gene,gspF,protein_coding,ECOK1_RS19420,ECOK1_3745,gene-ECOK1_RS19420
NC_017628.1,RefSeq,gene,3831901,3832338,.,+,.,gene-ECOK1_RS19425,gspG,Gene,gspG,protein_coding,ECOK1_RS19425,ECOK1_3746,gene-ECOK1_RS19425
NC_017628.1,RefSeq,gene,3832346,3832855,.,+,.,gene-ECOK1_RS19430,gspH,Gene,gspH,protein_coding,ECOK1_RS19430,ECOK1_3747,gene-ECOK1_RS19430
NC_017628.1,RefSeq,gene,3832852,3833247,.,+,.,gene-ECOK1_RS19435,gspI,Gene,gspI,protein_coding,ECOK1_RS19435,ECOK1_3748,gene-ECOK1_RS19435
NC_017628.1,RefSeq,gene,3833240,3833827,.,+,.,gene-ECOK1_RS19440,gspJ,Gene,gspJ,protein_coding,ECOK1_RS19440,ECOK1_3749,gene-ECOK1_RS19440
NC_017628.1,RefSeq,gene,3833820,3834803,.,+,.,gene-ECOK1_RS19445,gspK,Gene,gspK,protein_coding,ECOK1_RS19445,ECOK1_3750,gene-ECOK1_RS19445
NC_017628.1,RefSeq,gene,3834818,3835981,.,+,.,gene-ECOK1_RS19450,gspL,Gene,gspL,protein_coding,ECOK1_RS19450,ECOK1_3751,gene-ECOK1_RS19450
NC_017628.1,RefSeq,gene,3835978,3836439,.,+,.,gene-ECOK1_RS19455,gspM,Gene,gspM,protein_coding,ECOK1_RS19455,ECOK1_3752,gene-ECOK1_RS19455
NC_017628.1,RefSeq,gene,3836439,3837116,.,+,.,gene-ECOK1_RS19460,gspO,Gene,gspO,protein_coding,ECOK1_RS19460,ECOK1_3753,gene-ECOK1_RS19460
NC_017628.1,RefSeq,gene,3837145,3837621,.,-,.,gene-ECOK1_RS19465,bfr,Gene,bfr,protein_coding,ECOK1_RS19465,ECOK1_3754,gene-ECOK1_RS19465
NC_017628.1,RefSeq,gene,3837693,3837887,.,-,.,gene-ECOK1_RS19470,bfd,Gene,bfd,protein_coding,ECOK1_RS19470,ECOK1_3755,gene-ECOK1_RS19470
NC_017628.1,RefSeq,gene,3838056,3840758,.,-,.,gene-ECOK1_RS19475,chiA,Gene,chiA,protein_coding,ECOK1_RS19475,ECOK1_3757,gene-ECOK1_RS19475
NC_017628.1,RefSeq,gene,3841050,3842234,.,-,.,gene-ECOK1_RS19480,tuf,Gene,tuf,protein_coding,ECOK1_RS19480,ECOK1_3758,gene-ECOK1_RS19480
NC_017628.1,RefSeq,gene,3842305,3844419,.,-,.,gene-ECOK1_RS19485,fusA,Gene,fusA,protein_coding,ECOK1_RS19485,ECOK1_3759,gene-ECOK1_RS19485
NC_017628.1,RefSeq,gene,3844516,3844986,.,-,.,gene-ECOK1_RS19490,rpsG,Gene,rpsG,protein_coding,ECOK1_RS19490,ECOK1_3760,gene-ECOK1_RS19490
NC_017628.1,RefSeq,gene,3845083,3845457,.,-,.,gene-ECOK1_RS19495,rpsL,Gene,rpsL,protein_coding,ECOK1_RS19495,ECOK1_3761,gene-ECOK1_RS19495
NC_017628.1,RefSeq,gene,3845583,3845870,.,-,.,gene-ECOK1_RS19500,tusB,Gene,tusB,protein_coding,ECOK1_RS19500,ECOK1_3762,gene-ECOK1_RS19500
NC_017628.1,RefSeq,gene,3845877,3846236,.,-,.,gene-ECOK1_RS19505,tusC,Gene,tusC,protein_coding,ECOK1_RS19505,ECOK1_3763,gene-ECOK1_RS19505
NC_017628.1,RefSeq,gene,3846236,3846622,.,-,.,gene-ECOK1_RS19510,tusD,Gene,tusD,protein_coding,ECOK1_RS19510,ECOK1_3764,gene-ECOK1_RS19510
NC_017628.1,RefSeq,gene,3846622,3847344,.,-,.,gene-ECOK1_RS19515,yheO,Gene,yheO,protein_coding,ECOK1_RS19515,ECOK1_3765,gene-ECOK1_RS19515
NC_017628.1,RefSeq,gene,3847511,3848323,.,-,.,gene-ECOK1_RS19520,fkpA,Gene,fkpA,protein_coding,ECOK1_RS19520,ECOK1_3766,gene-ECOK1_RS19520
NC_017628.1,RefSeq,gene,3848544,3848762,.,+,.,gene-ECOK1_RS19525,slyX,Gene,slyX,protein_coding,ECOK1_RS19525,ECOK1_3767,gene-ECOK1_RS19525
NC_017628.1,RefSeq,gene,3848811,3849401,.,-,.,gene-ECOK1_RS19530,slyD,Gene,slyD,protein_coding,ECOK1_RS19530,ECOK1_3768,gene-ECOK1_RS19530
NC_017628.1,RefSeq,gene,3849496,3849696,.,-,.,gene-ECOK1_RS19535,yheV,Gene,yheV,protein_coding,ECOK1_RS19535,ECOK1_3769,gene-ECOK1_RS19535
NC_017628.1,RefSeq,gene,3849706,3851511,.,-,.,gene-ECOK1_RS19540,kefB,Gene,kefB,protein_coding,ECOK1_RS19540,ECOK1_3770,gene-ECOK1_RS19540
NC_017628.1,RefSeq,gene,3851511,3852062,.,-,.,gene-ECOK1_RS19545,kefG,Gene,kefG,protein_coding,ECOK1_RS19545,ECOK1_3771,gene-ECOK1_RS19545
NC_017628.1,RefSeq,gene,3852193,3854106,.,+,.,gene-ECOK1_RS19550,yheS,Gene,yheS,protein_coding,ECOK1_RS19550,ECOK1_3772,gene-ECOK1_RS19550
NC_017628.1,RefSeq,gene,3854106,3855128,.,+,.,gene-ECOK1_RS19555,yheT,Gene,yheT,protein_coding,ECOK1_RS19555,ECOK1_3773,gene-ECOK1_RS19555
NC_017628.1,RefSeq,gene,3855122,3855340,.,+,.,gene-ECOK1_RS19560,yheU,Gene,yheU,protein_coding,ECOK1_RS19560,ECOK1_3774,gene-ECOK1_RS19560
NC_017628.1,RefSeq,gene,3855394,3856263,.,+,.,gene-ECOK1_RS19565,prkB,Gene,prkB,protein_coding,ECOK1_RS19565,ECOK1_3775,gene-ECOK1_RS19565
NC_017628.1,RefSeq,gene,3856318,3856722,.,-,.,gene-ECOK1_RS19570,yhfA,Gene,yhfA,protein_coding,ECOK1_RS19570,ECOK1_3776,gene-ECOK1_RS19570
NC_017628.1,RefSeq,gene,3857024,3857656,.,+,.,gene-ECOK1_RS19580,crp,Gene,crp,protein_coding,ECOK1_RS19580,ECOK1_3777,gene-ECOK1_RS19580
NC_017628.1,RefSeq,gene,3857707,3859797,.,+,.,gene-ECOK1_RS19585,yhfK,Gene,yhfK,protein_coding,ECOK1_RS19585,ECOK1_3778,gene-ECOK1_RS19585
NC_017628.1,RefSeq,gene,3859864,3861084,.,-,.,gene-ECOK1_RS19590,argD,Gene,argD,protein_coding,dapC,ECOK1_RS19590,ECOK1_3779
NC_017628.1,RefSeq,gene,3861170,3861733,.,-,.,gene-ECOK1_RS19595,pabA,Gene,pabA,protein_coding,ECOK1_RS19595,ECOK1_3780,gene-ECOK1_RS19595
NC_017628.1,RefSeq,gene,3861765,3862367,.,-,.,gene-ECOK1_RS19600,fic,Gene,fic,protein_coding,ECOK1_RS19600,ECOK1_3781,gene-ECOK1_RS19600
NC_017628.1,RefSeq,gene,3862357,3862524,.,-,.,gene-ECOK1_RS19605,yhfG,Gene,yhfG,protein_coding,ECOK1_RS19605,gene-ECOK1_RS19605,yhfG
NC_017628.1,RefSeq,gene,3862629,3863201,.,-,.,gene-ECOK1_RS19610,ppiA,Gene,ppiA,protein_coding,rotA,ECOK1_RS19610,ECOK1_3782
NC_017628.1,RefSeq,gene,3863471,3864652,.,+,.,gene-ECOK1_RS19615,tsgA,Gene,tsgA,protein_coding,ECOK1_RS19615,ECOK1_3783,gene-ECOK1_RS19615
NC_017628.1,RefSeq,gene,3864914,3867457,.,+,.,gene-ECOK1_RS19620,nirB,Gene,nirB,protein_coding,ECOK1_RS19620,ECOK1_3784,gene-ECOK1_RS19620
NC_017628.1,RefSeq,gene,3867454,3867780,.,+,.,gene-ECOK1_RS19625,nirD,Gene,nirD,protein_coding,ECOK1_RS19625,ECOK1_3785,gene-ECOK1_RS19625
NC_017628.1,RefSeq,gene,3867906,3868712,.,+,.,gene-ECOK1_RS19630,nirC,Gene,nirC,protein_coding,ECOK1_RS19630,ECOK1_3786,gene-ECOK1_RS19630
NC_017628.1,RefSeq,gene,3868731,3870104,.,+,.,gene-ECOK1_RS19635,cysG,Gene,cysG,protein_coding,ECOK1_RS19635,ECOK1_3787,gene-ECOK1_RS19635
NC_017628.1,RefSeq,gene,3870356,3870523,.,+,.,gene-ECOK1_RS19640,yhfL,Gene,yhfL,protein_coding,ECOK1_RS19640,ECOK1_3788,gene-ECOK1_RS19640
NC_017628.1,RefSeq,gene,3870631,3871716,.,-,.,gene-ECOK1_RS19645,yhfS,Gene,yhfS,protein_coding,ECOK1_RS19645,ECOK1_3789,gene-ECOK1_RS19645
NC_017628.1,RefSeq,gene,3871728,3873032,.,-,.,gene-ECOK1_RS19650,yhfT,Gene,yhfT,protein_coding,ECOK1_RS19650,ECOK1_3790,gene-ECOK1_RS19650
NC_017628.1,RefSeq,gene,3873044,3873397,.,-,.,gene-ECOK1_RS19655,yhfU,Gene,yhfU,protein_coding,ECOK1_RS19655,ECOK1_3791,gene-ECOK1_RS19655
NC_017628.1,RefSeq,gene,3873408,3874286,.,-,.,gene-ECOK1_RS19660,php,Gene,php,protein_coding,ECOK1_RS19660,ECOK1_3792,gene-ECOK1_RS19660
NC_017628.1,RefSeq,gene,3874283,3875509,.,-,.,gene-ECOK1_RS19665,yhfW,Gene,yhfW,protein_coding,ECOK1_RS19665,ECOK1_3793,gene-ECOK1_RS19665
NC_017628.1,RefSeq,gene,3875510,3876673,.,-,.,gene-ECOK1_RS19670,yhfX,Gene,yhfX,protein_coding,ECOK1_RS19670,ECOK1_3794,gene-ECOK1_RS19670
NC_017628.1,RefSeq,gene,3876757,3877119,.,-,.,gene-ECOK1_RS19675,yhfY,Gene,yhfY,protein_coding,ECOK1_RS19675,ECOK1_3795,gene-ECOK1_RS19675
NC_017628.1,RefSeq,gene,3877136,3878041,.,-,.,gene-ECOK1_RS19680,yhfZ,Gene,yhfZ,protein_coding,ECOK1_RS19680,ECOK1_3796,gene-ECOK1_RS19680
NC_017628.1,RefSeq,gene,3878201,3879205,.,-,.,gene-ECOK1_RS19685,trpS,Gene,trpS,protein_coding,ECOK1_RS19685,ECOK1_3797,gene-ECOK1_RS19685
NC_017628.1,RefSeq,gene,3879198,3879956,.,-,.,gene-ECOK1_RS19690,gph,Gene,gph,protein_coding,ECOK1_RS19690,ECOK1_3798,gene-ECOK1_RS19690
NC_017628.1,RefSeq,gene,3879949,3880626,.,-,.,gene-ECOK1_RS19695,rpe,Gene,rpe,protein_coding,ECOK1_RS19695,ECOK1_3799,gene-ECOK1_RS19695
NC_017628.1,RefSeq,gene,3880644,3881480,.,-,.,gene-ECOK1_RS19700,dam,Gene,dam,protein_coding,ECOK1_RS19700,ECOK1_3800,gene-ECOK1_RS19700
NC_017628.1,RefSeq,gene,3881587,3882873,.,-,.,gene-ECOK1_RS19705,damX,Gene,damX,protein_coding,ECOK1_RS19705,ECOK1_3801,gene-ECOK1_RS19705
NC_017628.1,RefSeq,gene,3882965,3884053,.,-,.,gene-ECOK1_RS19710,aroB,Gene,aroB,protein_coding,ECOK1_RS19710,ECOK1_3802,gene-ECOK1_RS19710
NC_017628.1,RefSeq,gene,3884110,3884631,.,-,.,gene-ECOK1_RS19715,aroK,Gene,aroK,protein_coding,ECOK1_RS19715,ECOK1_3803,gene-ECOK1_RS19715
NC_017628.1,RefSeq,gene,3885032,3886270,.,-,.,gene-ECOK1_RS19720,hofQ,Gene,hofQ,protein_coding,ECOK1_RS19720,ECOK1_3804,gene-ECOK1_RS19720
NC_017628.1,RefSeq,gene,3886182,3886586,.,-,.,gene-ECOK1_RS19725,hofP,Gene,hofP,protein_coding,ECOK1_RS19725,ECOK1_3805,gene-ECOK1_RS19725
NC_017628.1,RefSeq,gene,3886576,3887016,.,-,.,gene-ECOK1_RS19730,hofO,Gene,hofO,protein_coding,ECOK1_RS19730,ECOK1_3806,gene-ECOK1_RS19730
NC_017628.1,RefSeq,gene,3887000,3887539,.,-,.,gene-ECOK1_RS19735,hofN,Gene,hofN,protein_coding,ECOK1_RS19735,ECOK1_3807,gene-ECOK1_RS19735
NC_017628.1,RefSeq,gene,3887539,3888318,.,-,.,gene-ECOK1_RS19740,hofM,Gene,hofM,protein_coding,ECOK1_RS19740,ECOK1_3808,gene-ECOK1_RS19740
NC_017628.1,RefSeq,gene,3888438,3890990,.,+,.,gene-ECOK1_RS19745,mrcA,Gene,mrcA,protein_coding,ECOK1_RS19745,ECOK1_3809,gene-ECOK1_RS19745
NC_017628.1,RefSeq,gene,3891156,3891716,.,-,.,gene-ECOK1_RS19750,nudE,Gene,nudE,protein_coding,ECOK1_RS19750,ECOK1_3810,gene-ECOK1_RS19750
NC_017628.1,RefSeq,gene,3892036,3894171,.,+,.,gene-ECOK1_RS19755,igaA,Gene,igaA,protein_coding,ECOK1_RS19755,ECOK1_3811,gene-ECOK1_RS19755
NC_017628.1,RefSeq,gene,3894236,3894904,.,+,.,gene-ECOK1_RS19760,yrfG,Gene,yrfG,protein_coding,ECOK1_RS19760,ECOK1_3812,gene-ECOK1_RS19760
NC_017628.1,RefSeq,gene,3894915,3895316,.,+,.,gene-ECOK1_RS19765,hslR,Gene,hslR,protein_coding,ECOK1_RS19765,ECOK1_3813,gene-ECOK1_RS19765
NC_017628.1,RefSeq,gene,3895341,3896219,.,+,.,gene-ECOK1_RS19770,hslO,Gene,hslO,protein_coding,ECOK1_RS19770,ECOK1_3814,gene-ECOK1_RS19770
NC_017628.1,RefSeq,gene,3896282,3898006,.,-,.,gene-ECOK1_RS19775,yhgE,Gene,yhgE,protein_coding,ECOK1_RS19775,ECOK1_3815,gene-ECOK1_RS19775
NC_017628.1,RefSeq,gene,3898385,3900007,.,+,.,gene-ECOK1_RS19785,pckA,Gene,pckA,protein_coding,ECOK1_RS19785,ECOK1_3817,gene-ECOK1_RS19785
NC_017628.1,RefSeq,gene,3900083,3901435,.,-,.,gene-ECOK1_RS19790,envZ,Gene,envZ,protein_coding,ECOK1_RS19790,ECOK1_3818,gene-ECOK1_RS19790
NC_017628.1,RefSeq,gene,3901432,3902151,.,-,.,gene-ECOK1_RS19795,ompR,Gene,ompR,protein_coding,ECOK1_RS19795,ECOK1_3819,gene-ECOK1_RS19795
NC_017628.1,RefSeq,gene,3902379,3902855,.,+,.,gene-ECOK1_RS19800,greB,Gene,greB,protein_coding,ECOK1_RS19800,ECOK1_3820,gene-ECOK1_RS19800
NC_017628.1,RefSeq,gene,3902952,3905273,.,+,.,gene-ECOK1_RS19805,yhgF,Gene,yhgF,protein_coding,ECOK1_RS19805,ECOK1_3821,gene-ECOK1_RS19805
NC_017628.1,RefSeq,gene,3905713,3905940,.,+,.,gene-ECOK1_RS19810,feoA,Gene,feoA,protein_coding,ECOK1_RS19810,ECOK1_3822,gene-ECOK1_RS19810
NC_017628.1,RefSeq,gene,3905957,3908278,.,+,.,gene-ECOK1_RS19815,feoB,Gene,feoB,protein_coding,ECOK1_RS19815,ECOK1_3823,gene-ECOK1_RS19815
NC_017628.1,RefSeq,gene,3908289,3908525,.,+,.,gene-ECOK1_RS19820,feoC,Gene,feoC,protein_coding,ECOK1_RS19820,ECOK1_3824,gene-ECOK1_RS19820
NC_017628.1,RefSeq,gene,3908728,3909621,.,+,.,gene-ECOK1_RS19825,rpnA,Gene,rpnA,protein_coding,ECOK1_RS19825,ECOK1_3825,gene-ECOK1_RS19825
NC_017628.1,RefSeq,gene,3909841,3910611,.,-,.,gene-ECOK1_RS19830,bioH,Gene,bioH,protein_coding,ECOK1_RS19830,ECOK1_3826,gene-ECOK1_RS19830
NC_017628.1,RefSeq,gene,3910649,3911332,.,+,.,gene-ECOK1_RS19835,gntX,Gene,gntX,protein_coding,ECOK1_RS19835,ECOK1_3828,gene-ECOK1_RS19835
NC_017628.1,RefSeq,gene,3911391,3911966,.,+,.,gene-ECOK1_RS19840,nfuA,Gene,nfuA,protein_coding,ECOK1_RS19840,ECOK1_3829,gene-ECOK1_RS19840
NC_017628.1,RefSeq,gene,3912327,3913643,.,+,.,gene-ECOK1_RS19845,gntT,Gene,gntT,protein_coding,ECOK1_RS19845,ECOK1_3830,gene-ECOK1_RS19845
NC_017628.1,RefSeq,gene,3913688,3915772,.,-,.,gene-ECOK1_RS19850,malQ,Gene,malQ,protein_coding,ECOK1_RS19850,ECOK1_3831,gene-ECOK1_RS19850
NC_017628.1,RefSeq,gene,3915782,3918175,.,-,.,gene-ECOK1_RS19855,malP,Gene,malP,protein_coding,ECOK1_RS19855,ECOK1_3832,gene-ECOK1_RS19855
NC_017628.1,RefSeq,gene,3918798,3921503,.,+,.,gene-ECOK1_RS19860,malT,Gene,malT,protein_coding,ECOK1_RS19860,ECOK1_3834,gene-ECOK1_RS19860
NC_017628.1,RefSeq,gene,3921546,3922562,.,-,.,gene-ECOK1_RS19865,rtcA,Gene,rtcA,protein_coding,ECOK1_RS19865,ECOK1_3835,gene-ECOK1_RS19865
NC_017628.1,RefSeq,gene,3922566,3923792,.,-,.,gene-ECOK1_RS19870,rtcB,Gene,rtcB,protein_coding,ECOK1_RS19870,ECOK1_3836,gene-ECOK1_RS19870
NC_017628.1,RefSeq,gene,3923981,3925579,.,+,.,gene-ECOK1_RS19875,rtcR,Gene,rtcR,protein_coding,ECOK1_RS19875,ECOK1_3838,gene-ECOK1_RS19875
NC_017628.1,RefSeq,gene,3925561,3926319,.,-,.,gene-ECOK1_RS19880,ECOK1_RS19880,Gene,protein_coding,ECOK1_RS19880,ECOK1_3837,gene-ECOK1_RS19880,ECOK1_RS19880
NC_017628.1,RefSeq,gene,3926336,3927166,.,-,.,gene-ECOK1_RS19885,glpG,Gene,glpG,protein_coding,ECOK1_RS19885,ECOK1_3839,gene-ECOK1_RS19885
NC_017628.1,RefSeq,gene,3927211,3927537,.,-,.,gene-ECOK1_RS19890,glpE,Gene,glpE,protein_coding,ECOK1_RS19890,ECOK1_3840,gene-ECOK1_RS19890
NC_017628.1,RefSeq,gene,3927727,3929232,.,+,.,gene-ECOK1_RS19895,glpD,Gene,glpD,protein_coding,ECOK1_RS19895,ECOK1_3841,gene-ECOK1_RS19895
NC_017628.1,RefSeq,gene,3929286,3929891,.,-,.,gene-ECOK1_RS19900,ECOK1_RS19900,Gene,protein_coding,ECOK1_RS19900,ECOK1_3842,gene-ECOK1_RS19900,ECOK1_RS19900
NC_017628.1,RefSeq,gene,3929894,3930661,.,-,.,gene-ECOK1_RS19905,ECOK1_RS19905,Gene,protein_coding,ECOK1_RS19905,ECOK1_3843,gene-ECOK1_RS19905,ECOK1_RS19905
NC_017628.1,RefSeq,gene,3930664,3931374,.,-,.,gene-ECOK1_RS19910,ECOK1_RS19910,Gene,protein_coding,ECOK1_RS19910,ECOK1_3845,gene-ECOK1_RS19910,ECOK1_RS19910
NC_017628.1,RefSeq,gene,3932682,3933461,.,-,.,gene-ECOK1_RS19920,ECOK1_RS19920,Gene,protein_coding,ECOK1_RS19920,ECOK1_3847,gene-ECOK1_RS19920,ECOK1_RS19920
