	chrom	source	type	start	end	score	strand	phase	attributes	ID	Name	gbkey	gene	gene_biotype	gene_synonym	locus_tag	old_locus_tag	gieStain
3989	NC_017628.1	RefSeq	gene	4182865	4183101	.	-	.	ID=gene-ECOK1_RS21085;Name=rpmB;gbkey=Gene;gene=rpmB;gene_biotype=protein_coding;locus_tag=ECOK1_RS21085;old_locus_tag=ECOK1_4078	gene-ECOK1_RS21085	rpmB	Gene	rpmB	protein_coding		ECOK1_RS21085	ECOK1_4078	.
3990	NC_017628.1	RefSeq	gene	4183318	4183986	.	-	.	ID=gene-ECOK1_RS21090;Name=radC;gbkey=Gene;gene=radC;gene_biotype=protein_coding;locus_tag=ECOK1_RS21090;old_locus_tag=ECOK1_4079	gene-ECOK1_RS21090	radC	Gene	radC	protein_coding		ECOK1_RS21090	ECOK1_4079	.
3991	NC_017628.1	RefSeq	gene	4184158	4185378	.	+	.	ID=gene-ECOK1_RS21095;Name=coaBC;gbkey=Gene;gene=coaBC;gene_biotype=protein_coding;locus_tag=ECOK1_RS21095;old_locus_tag=ECOK1_4080	gene-ECOK1_RS21095	coaBC	Gene	coaBC	protein_coding		ECOK1_RS21095	ECOK1_4080	.
3992	NC_017628.1	RefSeq	gene	4185356	4185814	.	+	.	ID=gene-ECOK1_RS21100;Name=dut;gbkey=Gene;gene=dut;gene_biotype=protein_coding;locus_tag=ECOK1_RS21100;old_locus_tag=ECOK1_4081	gene-ECOK1_RS21100	dut	Gene	dut	protein_coding		ECOK1_RS21100	ECOK1_4081	.
3993	NC_017628.1	RefSeq	gene	4185921	4186517	.	+	.	ID=gene-ECOK1_RS21105;Name=slmA;gbkey=Gene;gene=slmA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21105;old_locus_tag=ECOK1_4082	gene-ECOK1_RS21105	slmA	Gene	slmA	protein_coding		ECOK1_RS21105	ECOK1_4082	.
3994	NC_017628.1	RefSeq	gene	4186554	4187195	.	-	.	ID=gene-ECOK1_RS21110;Name=pyrE;gbkey=Gene;gene=pyrE;gene_biotype=protein_coding;locus_tag=ECOK1_RS21110;old_locus_tag=ECOK1_4083	gene-ECOK1_RS21110	pyrE	Gene	pyrE	protein_coding		ECOK1_RS21110	ECOK1_4083	.
3995	NC_017628.1	RefSeq	gene	4187261	4187977	.	-	.	ID=gene-ECOK1_RS21115;Name=rph;gbkey=Gene;gene=rph;gene_biotype=protein_coding;locus_tag=ECOK1_RS21115;old_locus_tag=ECOK1_4084	gene-ECOK1_RS21115	rph	Gene	rph	protein_coding		ECOK1_RS21115	ECOK1_4084	.
3996	NC_017628.1	RefSeq	gene	4188104	4188967	.	+	.	ID=gene-ECOK1_RS21120;Name=yicC;gbkey=Gene;gene=yicC;gene_biotype=protein_coding;locus_tag=ECOK1_RS21120;old_locus_tag=ECOK1_4085	gene-ECOK1_RS21120	yicC	Gene	yicC	protein_coding		ECOK1_RS21120	ECOK1_4085	.
3997	NC_017628.1	RefSeq	gene	4189189	4190013	.	+	.	ID=gene-ECOK1_RS21125;Name=dinD;gbkey=Gene;gene=dinD;gene_biotype=protein_coding;locus_tag=ECOK1_RS21125;old_locus_tag=ECOK1_4086	gene-ECOK1_RS21125	dinD	Gene	dinD	protein_coding		ECOK1_RS21125	ECOK1_4086	.
3998	NC_017628.1	RefSeq	gene	4190305	4190922	.	+	.	ID=gene-ECOK1_RS21130;Name=yicG;gbkey=Gene;gene=yicG;gene_biotype=protein_coding;locus_tag=ECOK1_RS21130;old_locus_tag=ECOK1_4088	gene-ECOK1_RS21130	yicG	Gene	yicG	protein_coding		ECOK1_RS21130	ECOK1_4088	.
3999	NC_017628.1	RefSeq	gene	4190919	4192601	.	-	.	ID=gene-ECOK1_RS21135;Name=ligB;gbkey=Gene;gene=ligB;gene_biotype=protein_coding;locus_tag=ECOK1_RS21135;old_locus_tag=ECOK1_4087	gene-ECOK1_RS21135	ligB	Gene	ligB	protein_coding		ECOK1_RS21135	ECOK1_4087	.
4000	NC_017628.1	RefSeq	gene	4192859	4193482	.	+	.	ID=gene-ECOK1_RS21140;Name=gmk;gbkey=Gene;gene=gmk;gene_biotype=protein_coding;locus_tag=ECOK1_RS21140;old_locus_tag=ECOK1_4090	gene-ECOK1_RS21140	gmk	Gene	gmk	protein_coding		ECOK1_RS21140	ECOK1_4090	.
4001	NC_017628.1	RefSeq	gene	4193537	4193812	.	+	.	ID=gene-ECOK1_RS21145;Name=rpoZ;gbkey=Gene;gene=rpoZ;gene_biotype=protein_coding;locus_tag=ECOK1_RS21145;old_locus_tag=ECOK1_4091	gene-ECOK1_RS21145	rpoZ	Gene	rpoZ	protein_coding		ECOK1_RS21145	ECOK1_4091	.
4002	NC_017628.1	RefSeq	gene	4193831	4195939	.	+	.	ID=gene-ECOK1_RS21150;Name=spoT;gbkey=Gene;gene=spoT;gene_biotype=protein_coding;locus_tag=ECOK1_RS21150;old_locus_tag=ECOK1_4092	gene-ECOK1_RS21150	spoT	Gene	spoT	protein_coding		ECOK1_RS21150	ECOK1_4092	.
4003	NC_017628.1	RefSeq	gene	4195946	4196635	.	+	.	ID=gene-ECOK1_RS21155;Name=trmH;gbkey=Gene;gene=trmH;gene_biotype=protein_coding;locus_tag=ECOK1_RS21155;old_locus_tag=ECOK1_4093	gene-ECOK1_RS21155	trmH	Gene	trmH	protein_coding		ECOK1_RS21155	ECOK1_4093	.
4004	NC_017628.1	RefSeq	gene	4196641	4198722	.	+	.	ID=gene-ECOK1_RS21160;Name=recG;gbkey=Gene;gene=recG;gene_biotype=protein_coding;locus_tag=ECOK1_RS21160;old_locus_tag=ECOK1_4094	gene-ECOK1_RS21160	recG	Gene	recG	protein_coding		ECOK1_RS21160	ECOK1_4094	.
4005	NC_017628.1	RefSeq	gene	4198756	4199961	.	-	.	ID=gene-ECOK1_RS21165;Name=gltS;gbkey=Gene;gene=gltS;gene_biotype=protein_coding;locus_tag=ECOK1_RS21165;old_locus_tag=ECOK1_4095	gene-ECOK1_RS21165	gltS	Gene	gltS	protein_coding		ECOK1_RS21165	ECOK1_4095	.
4006	NC_017628.1	RefSeq	gene	4200241	4201632	.	+	.	ID=gene-ECOK1_RS21170;Name=xanP;gbkey=Gene;gene=xanP;gene_biotype=protein_coding;locus_tag=ECOK1_RS21170;old_locus_tag=ECOK1_4096	gene-ECOK1_RS21170	xanP	Gene	xanP	protein_coding		ECOK1_RS21170	ECOK1_4096	.
4007	NC_017628.1	RefSeq	gene	4201753	4203462	.	+	.	ID=gene-ECOK1_RS21175;Name=yicH;gbkey=Gene;gene=yicH;gene_biotype=protein_coding;locus_tag=ECOK1_RS21175;old_locus_tag=ECOK1_4097	gene-ECOK1_RS21175	yicH	Gene	yicH	protein_coding		ECOK1_RS21175	ECOK1_4097	.
4008	NC_017628.1	RefSeq	gene	4203506	4204186	.	-	.	ID=gene-ECOK1_RS21180;Name=ECOK1_RS21180;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21180;old_locus_tag=ECOK1_4098	gene-ECOK1_RS21180	ECOK1_RS21180	Gene		protein_coding		ECOK1_RS21180	ECOK1_4098	.
4009	NC_017628.1	RefSeq	gene	4204167	4205099	.	-	.	ID=gene-ECOK1_RS21185;Name=ECOK1_RS21185;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21185;old_locus_tag=ECOK1_4099	gene-ECOK1_RS21185	ECOK1_RS21185	Gene		protein_coding		ECOK1_RS21185	ECOK1_4099	.
4010	NC_017628.1	RefSeq	gene	4205147	4206007	.	-	.	ID=gene-ECOK1_RS21190;Name=ECOK1_RS21190;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21190;old_locus_tag=ECOK1_4100	gene-ECOK1_RS21190	ECOK1_RS21190	Gene		protein_coding		ECOK1_RS21190	ECOK1_4100	.
4011	NC_017628.1	RefSeq	gene	4206088	4206939	.	-	.	ID=gene-ECOK1_RS21195;Name=ECOK1_RS21195;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21195;old_locus_tag=ECOK1_4101	gene-ECOK1_RS21195	ECOK1_RS21195	Gene		protein_coding		ECOK1_RS21195	ECOK1_4101	.
4012	NC_017628.1	RefSeq	gene	4206951	4208042	.	-	.	ID=gene-ECOK1_RS21200;Name=ECOK1_RS21200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21200;old_locus_tag=ECOK1_4102	gene-ECOK1_RS21200	ECOK1_RS21200	Gene		protein_coding		ECOK1_RS21200	ECOK1_4102	.
4013	NC_017628.1	RefSeq	gene	4208067	4208381	.	-	.	ID=gene-ECOK1_RS21205;Name=ECOK1_RS21205;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21205;old_locus_tag=ECOK1_4103	gene-ECOK1_RS21205	ECOK1_RS21205	Gene		protein_coding		ECOK1_RS21205	ECOK1_4103	.
4014	NC_017628.1	RefSeq	gene	4208399	4208869	.	-	.	ID=gene-ECOK1_RS21210;Name=ECOK1_RS21210;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21210;old_locus_tag=ECOK1_4104	gene-ECOK1_RS21210	ECOK1_RS21210	Gene		protein_coding		ECOK1_RS21210	ECOK1_4104	.
4015	NC_017628.1	RefSeq	gene	4208896	4210449	.	-	.	ID=gene-ECOK1_RS21215;Name=ECOK1_RS21215;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21215;old_locus_tag=ECOK1_4105	gene-ECOK1_RS21215	ECOK1_RS21215	Gene		protein_coding		ECOK1_RS21215	ECOK1_4105	.
4016	NC_017628.1	RefSeq	gene	4210744	4213062	.	-	.	ID=gene-ECOK1_RS21220;Name=yicI;gbkey=Gene;gene=yicI;gene_biotype=protein_coding;locus_tag=ECOK1_RS21220;old_locus_tag=ECOK1_4106	gene-ECOK1_RS21220	yicI	Gene	yicI	protein_coding		ECOK1_RS21220	ECOK1_4106	.
4017	NC_017628.1	RefSeq	gene	4213072	4214454	.	-	.	ID=gene-ECOK1_RS21225;Name=yicJ;gbkey=Gene;gene=yicJ;gene_biotype=protein_coding;locus_tag=ECOK1_RS21225;old_locus_tag=ECOK1_4107	gene-ECOK1_RS21225	yicJ	Gene	yicJ	protein_coding		ECOK1_RS21225	ECOK1_4107	.
4018	NC_017628.1	RefSeq	gene	4214747	4214841	.	+	.	ID=gene-ECOK1_RS21230;Name=ECOK1_RS21230;gbkey=Gene;gene_biotype=tRNA;locus_tag=ECOK1_RS21230;old_locus_tag=ECOK1_4108	gene-ECOK1_RS21230	ECOK1_RS21230	Gene		tRNA		ECOK1_RS21230	ECOK1_4108	.
4019	NC_017628.1	RefSeq	gene	4214894	4215931	.	+	.	ID=gene-ECOK1_RS21235;Name=rhuM;gbkey=Gene;gene=rhuM;gene_biotype=protein_coding;locus_tag=ECOK1_RS21235;old_locus_tag=ECOK1_4109	gene-ECOK1_RS21235	rhuM	Gene	rhuM	protein_coding		ECOK1_RS21235	ECOK1_4109	.
4020	NC_017628.1	RefSeq	gene	4216501	4216869	.	+	.	ID=gene-ECOK1_RS21245;Name=ECOK1_RS21245;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21245;old_locus_tag=ECOK1_4111	gene-ECOK1_RS21245	ECOK1_RS21245	Gene		protein_coding		ECOK1_RS21245	ECOK1_4111	.
4021	NC_017628.1	RefSeq	gene	4217166	4218089	.	+	.	ID=gene-ECOK1_RS21250;Name=yicL;gbkey=Gene;gene=yicL;gene_biotype=protein_coding;locus_tag=ECOK1_RS21250;old_locus_tag=ECOK1_4112	gene-ECOK1_RS21250	yicL	Gene	yicL	protein_coding		ECOK1_RS21250	ECOK1_4112	.
4022	NC_017628.1	RefSeq	gene	4218093	4218911	.	-	.	ID=gene-ECOK1_RS21255;Name=nlpA;gbkey=Gene;gene=nlpA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21255;old_locus_tag=ECOK1_4113	gene-ECOK1_RS21255	nlpA	Gene	nlpA	protein_coding		ECOK1_RS21255	ECOK1_4113	.
4023	NC_017628.1	RefSeq	gene	4219133	4219426	.	+	.	ID=gene-ECOK1_RS21265;Name=yicS;gbkey=Gene;gene=yicS;gene_biotype=protein_coding;locus_tag=ECOK1_RS21265;old_locus_tag=ECOK1_4114	gene-ECOK1_RS21265	yicS	Gene	yicS	protein_coding		ECOK1_RS21265	ECOK1_4114	.
4024	NC_017628.1	RefSeq	gene	4219467	4220657	.	-	.	ID=gene-ECOK1_RS21270;Name=nepI;gbkey=Gene;gene=nepI;gene_biotype=protein_coding;locus_tag=ECOK1_RS21270;old_locus_tag=ECOK1_4115	gene-ECOK1_RS21270	nepI	Gene	nepI	protein_coding		ECOK1_RS21270	ECOK1_4115	.
4025	NC_017628.1	RefSeq	gene	4220868	4221320	.	-	.	ID=gene-ECOK1_RS21275;Name=yicN;gbkey=Gene;gene=yicN;gene_biotype=protein_coding;locus_tag=ECOK1_RS21275;old_locus_tag=ECOK1_4116	gene-ECOK1_RS21275	yicN	Gene	yicN	protein_coding		ECOK1_RS21275	ECOK1_4116	.
4026	NC_017628.1	RefSeq	gene	4221373	4222707	.	-	.	ID=gene-ECOK1_RS21280;Name=adeQ;gbkey=Gene;gene=adeQ;gene_biotype=protein_coding;gene_synonym=yicO;locus_tag=ECOK1_RS21280;old_locus_tag=ECOK1_4117	gene-ECOK1_RS21280	adeQ	Gene	adeQ	protein_coding	yicO	ECOK1_RS21280	ECOK1_4117	.
4027	NC_017628.1	RefSeq	gene	4222882	4224648	.	+	.	ID=gene-ECOK1_RS21285;Name=adeD;gbkey=Gene;gene=adeD;gene_biotype=protein_coding;locus_tag=ECOK1_RS21285;old_locus_tag=ECOK1_4118	gene-ECOK1_RS21285	adeD	Gene	adeD	protein_coding		ECOK1_RS21285	ECOK1_4118	.
4028	NC_017628.1	RefSeq	gene	4224695	4226086	.	-	.	ID=gene-ECOK1_RS21290;Name=uhpT;gbkey=Gene;gene=uhpT;gene_biotype=protein_coding;locus_tag=ECOK1_RS21290;old_locus_tag=ECOK1_4119	gene-ECOK1_RS21290	uhpT	Gene	uhpT	protein_coding		ECOK1_RS21290	ECOK1_4119	.
4029	NC_017628.1	RefSeq	gene	4226224	4227543	.	-	.	ID=gene-ECOK1_RS21295;Name=uhpC;gbkey=Gene;gene=uhpC;gene_biotype=protein_coding;locus_tag=ECOK1_RS21295;old_locus_tag=ECOK1_4120	gene-ECOK1_RS21295	uhpC	Gene	uhpC	protein_coding		ECOK1_RS21295	ECOK1_4120	.
4030	NC_017628.1	RefSeq	gene	4227553	4229055	.	-	.	ID=gene-ECOK1_RS21300;Name=uhpB;gbkey=Gene;gene=uhpB;gene_biotype=protein_coding;locus_tag=ECOK1_RS21300;old_locus_tag=ECOK1_4121	gene-ECOK1_RS21300	uhpB	Gene	uhpB	protein_coding		ECOK1_RS21300	ECOK1_4121	.
4031	NC_017628.1	RefSeq	gene	4229055	4229645	.	-	.	ID=gene-ECOK1_RS21305;Name=uhpA;gbkey=Gene;gene=uhpA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21305;old_locus_tag=ECOK1_4122	gene-ECOK1_RS21305	uhpA	Gene	uhpA	protein_coding		ECOK1_RS21305	ECOK1_4122	.
4032	NC_017628.1	RefSeq	gene	4229718	4230008	.	-	.	ID=gene-ECOK1_RS21310;Name=ilvN;gbkey=Gene;gene=ilvN;gene_biotype=protein_coding;locus_tag=ECOK1_RS21310;old_locus_tag=ECOK1_4123	gene-ECOK1_RS21310	ilvN	Gene	ilvN	protein_coding		ECOK1_RS21310	ECOK1_4123	.
4033	NC_017628.1	RefSeq	gene	4230012	4231700	.	-	.	ID=gene-ECOK1_RS21315;Name=ilvB;gbkey=Gene;gene=ilvB;gene_biotype=protein_coding;locus_tag=ECOK1_RS21315;old_locus_tag=ECOK1_4124	gene-ECOK1_RS21315	ilvB	Gene	ilvB	protein_coding		ECOK1_RS21315	ECOK1_4124	.
4034	NC_017628.1	RefSeq	gene	4231806	4231904	.	-	.	ID=gene-ECOK1_RS21320;Name=ivbL;gbkey=Gene;gene=ivbL;gene_biotype=protein_coding;locus_tag=ECOK1_RS21320;old_locus_tag=ECOK1_4125	gene-ECOK1_RS21320	ivbL	Gene	ivbL	protein_coding		ECOK1_RS21320	ECOK1_4125	.
4035	NC_017628.1	RefSeq	gene	4232149	4232223	.	-	.	ID=gene-ECOK1_RS29240;Name=ysdE;gbkey=Gene;gene=ysdE;gene_biotype=protein_coding;locus_tag=ECOK1_RS29240	gene-ECOK1_RS29240	ysdE	Gene	ysdE	protein_coding		ECOK1_RS29240		.
4036	NC_017628.1	RefSeq	gene	4232305	4233489	.	+	.	ID=gene-ECOK1_RS21325;Name=emrD;gbkey=Gene;gene=emrD;gene_biotype=protein_coding;locus_tag=ECOK1_RS21325;old_locus_tag=ECOK1_4126	gene-ECOK1_RS21325	emrD	Gene	emrD	protein_coding		ECOK1_RS21325	ECOK1_4126	.
4037	NC_017628.1	RefSeq	gene	4233497	4233994	.	-	.	ID=gene-ECOK1_RS21330;Name=yidF;gbkey=Gene;gene=yidF;gene_biotype=protein_coding;locus_tag=ECOK1_RS21330;old_locus_tag=ECOK1_4127	gene-ECOK1_RS21330	yidF	Gene	yidF	protein_coding		ECOK1_RS21330	ECOK1_4127	.
4038	NC_017628.1	RefSeq	gene	4233991	4234353	.	-	.	ID=gene-ECOK1_RS21335;Name=yidG;gbkey=Gene;gene=yidG;gene_biotype=protein_coding;locus_tag=ECOK1_RS21335;old_locus_tag=ECOK1_4128	gene-ECOK1_RS21335	yidG	Gene	yidG	protein_coding		ECOK1_RS21335	ECOK1_4128	.
4039	NC_017628.1	RefSeq	gene	4234343	4234690	.	-	.	ID=gene-ECOK1_RS21340;Name=yidH;gbkey=Gene;gene=yidH;gene_biotype=protein_coding;locus_tag=ECOK1_RS21340;old_locus_tag=ECOK1_4129	gene-ECOK1_RS21340	yidH	Gene	yidH	protein_coding		ECOK1_RS21340	ECOK1_4129	.
4040	NC_017628.1	RefSeq	gene	4236239	4237954	.	-	.	ID=gene-ECOK1_RS21350;Name=yidK;gbkey=Gene;gene=yidK;gene_biotype=protein_coding;locus_tag=ECOK1_RS21350;old_locus_tag=ECOK1_4132	gene-ECOK1_RS21350	yidK	Gene	yidK	protein_coding		ECOK1_RS21350	ECOK1_4132	.
4041	NC_017628.1	RefSeq	gene	4238121	4238987	.	+	.	ID=gene-ECOK1_RS21355;Name=yidL;gbkey=Gene;gene=yidL;gene_biotype=protein_coding;locus_tag=ECOK1_RS21355;old_locus_tag=ECOK1_4133	gene-ECOK1_RS21355	yidL	Gene	yidL	protein_coding		ECOK1_RS21355	ECOK1_4133	.
4042	NC_017628.1	RefSeq	gene	4239077	4240738	.	-	.	ID=gene-ECOK1_RS21360;Name=yidE;gbkey=Gene;gene=yidE;gene_biotype=protein_coding;locus_tag=ECOK1_RS21360;old_locus_tag=ECOK1_4134	gene-ECOK1_RS21360	yidE	Gene	yidE	protein_coding		ECOK1_RS21360	ECOK1_4134	.
4043	NC_017628.1	RefSeq	gene	4240935	4241363	.	-	.	ID=gene-ECOK1_RS21370;Name=ibpB;gbkey=Gene;gene=ibpB;gene_biotype=protein_coding;locus_tag=ECOK1_RS21370;old_locus_tag=ECOK1_4135	gene-ECOK1_RS21370	ibpB	Gene	ibpB	protein_coding		ECOK1_RS21370	ECOK1_4135	.
4044	NC_017628.1	RefSeq	gene	4241475	4241888	.	-	.	ID=gene-ECOK1_RS21375;Name=ibpA;gbkey=Gene;gene=ibpA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21375;old_locus_tag=ECOK1_4136	gene-ECOK1_RS21375	ibpA	Gene	ibpA	protein_coding		ECOK1_RS21375	ECOK1_4136	.
4045	NC_017628.1	RefSeq	gene	4242194	4242526	.	+	.	ID=gene-ECOK1_RS21380;Name=yidQ;gbkey=Gene;gene=yidQ;gene_biotype=protein_coding;locus_tag=ECOK1_RS21380;old_locus_tag=ECOK1_4137	gene-ECOK1_RS21380	yidQ	Gene	yidQ	protein_coding		ECOK1_RS21380	ECOK1_4137	.
4046	NC_017628.1	RefSeq	gene	4242530	4243744	.	-	.	ID=gene-ECOK1_RS21385;Name=yidR;gbkey=Gene;gene=yidR;gene_biotype=protein_coding;locus_tag=ECOK1_RS21385;old_locus_tag=ECOK1_4138	gene-ECOK1_RS21385	yidR	Gene	yidR	protein_coding		ECOK1_RS21385	ECOK1_4138	.
4047	NC_017628.1	RefSeq	gene	4243845	4244945	.	+	.	ID=gene-ECOK1_RS21390;Name=cbrA;gbkey=Gene;gene=cbrA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21390;old_locus_tag=ECOK1_4140	gene-ECOK1_RS21390	cbrA	Gene	cbrA	protein_coding		ECOK1_RS21390	ECOK1_4140	.
4048	NC_017628.1	RefSeq	gene	4244906	4246243	.	-	.	ID=gene-ECOK1_RS21395;Name=dgoT;gbkey=Gene;gene=dgoT;gene_biotype=protein_coding;locus_tag=ECOK1_RS21395;old_locus_tag=ECOK1_4139	gene-ECOK1_RS21395	dgoT	Gene	dgoT	protein_coding		ECOK1_RS21395	ECOK1_4139	.
4049	NC_017628.1	RefSeq	gene	4246318	4247466	.	-	.	ID=gene-ECOK1_RS21400;Name=dgoD;gbkey=Gene;gene=dgoD;gene_biotype=protein_coding;locus_tag=ECOK1_RS21400;old_locus_tag=ECOK1_4141	gene-ECOK1_RS21400	dgoD	Gene	dgoD	protein_coding		ECOK1_RS21400	ECOK1_4141	.
4050	NC_017628.1	RefSeq	gene	4247463	4248080	.	-	.	ID=gene-ECOK1_RS21405;Name=dgoA;gbkey=Gene;gene=dgoA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21405;old_locus_tag=ECOK1_4142	gene-ECOK1_RS21405	dgoA	Gene	dgoA	protein_coding		ECOK1_RS21405	ECOK1_4142	.
4051	NC_017628.1	RefSeq	gene	4248064	4248942	.	-	.	ID=gene-ECOK1_RS21410;Name=dgoK;gbkey=Gene;gene=dgoK;gene_biotype=protein_coding;locus_tag=ECOK1_RS21410;old_locus_tag=ECOK1_4143	gene-ECOK1_RS21410	dgoK	Gene	dgoK	protein_coding		ECOK1_RS21410	ECOK1_4143	.
4052	NC_017628.1	RefSeq	gene	4248939	4249628	.	-	.	ID=gene-ECOK1_RS21415;Name=dgoR;gbkey=Gene;gene=dgoR;gene_biotype=protein_coding;locus_tag=ECOK1_RS21415;old_locus_tag=ECOK1_4144	gene-ECOK1_RS21415	dgoR	Gene	dgoR	protein_coding		ECOK1_RS21415	ECOK1_4144	.
4053	NC_017628.1	RefSeq	gene	4249907	4250563	.	+	.	ID=gene-ECOK1_RS21420;Name=ECOK1_RS21420;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS21420;old_locus_tag=ECOK1_4145	gene-ECOK1_RS21420	ECOK1_RS21420	Gene		protein_coding		ECOK1_RS21420	ECOK1_4145	.
4054	NC_017628.1	RefSeq	gene	4250607	4251419	.	-	.	ID=gene-ECOK1_RS21425;Name=yidA;gbkey=Gene;gene=yidA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21425;old_locus_tag=ECOK1_4146	gene-ECOK1_RS21425	yidA	Gene	yidA	protein_coding		ECOK1_RS21425	ECOK1_4146	.
4055	NC_017628.1	RefSeq	gene	4251534	4251932	.	-	.	ID=gene-ECOK1_RS21430;Name=yidB;gbkey=Gene;gene=yidB;gene_biotype=protein_coding;locus_tag=ECOK1_RS21430;old_locus_tag=ECOK1_4147	gene-ECOK1_RS21430	yidB	Gene	yidB	protein_coding		ECOK1_RS21430	ECOK1_4147	.
4056	NC_017628.1	RefSeq	gene	4252172	4254586	.	-	.	ID=gene-ECOK1_RS21440;Name=gyrB;gbkey=Gene;gene=gyrB;gene_biotype=protein_coding;locus_tag=ECOK1_RS21440;old_locus_tag=ECOK1_4148	gene-ECOK1_RS21440	gyrB	Gene	gyrB	protein_coding		ECOK1_RS21440	ECOK1_4148	.
4057	NC_017628.1	RefSeq	gene	4254615	4255688	.	-	.	ID=gene-ECOK1_RS21445;Name=recF;gbkey=Gene;gene=recF;gene_biotype=protein_coding;locus_tag=ECOK1_RS21445;old_locus_tag=ECOK1_4149	gene-ECOK1_RS21445	recF	Gene	recF	protein_coding		ECOK1_RS21445	ECOK1_4149	.
4058	NC_017628.1	RefSeq	gene	4255688	4256788	.	-	.	ID=gene-ECOK1_RS21450;Name=dnaN;gbkey=Gene;gene=dnaN;gene_biotype=protein_coding;locus_tag=ECOK1_RS21450;old_locus_tag=ECOK1_4150	gene-ECOK1_RS21450	dnaN	Gene	dnaN	protein_coding		ECOK1_RS21450	ECOK1_4150	.
4059	NC_017628.1	RefSeq	gene	4256793	4258196	.	-	.	ID=gene-ECOK1_RS21455;Name=dnaA;gbkey=Gene;gene=dnaA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21455;old_locus_tag=ECOK1_4151	gene-ECOK1_RS21455	dnaA	Gene	dnaA	protein_coding		ECOK1_RS21455	ECOK1_4151	.
4060	NC_017628.1	RefSeq	gene	4258493	4258573	.	+	.	ID=gene-ECOK1_RS28585;Name=ECOK1_RS28585;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS28585	gene-ECOK1_RS28585	ECOK1_RS28585	Gene		protein_coding		ECOK1_RS28585		.
4061	NC_017628.1	RefSeq	gene	4258803	4258943	.	+	.	ID=gene-ECOK1_RS21460;Name=rpmH;gbkey=Gene;gene=rpmH;gene_biotype=protein_coding;locus_tag=ECOK1_RS21460;old_locus_tag=ECOK1_4152	gene-ECOK1_RS21460	rpmH	Gene	rpmH	protein_coding		ECOK1_RS21460	ECOK1_4152	.
4062	NC_017628.1	RefSeq	gene	4258960	4259319	.	+	.	ID=gene-ECOK1_RS21465;Name=rnpA;gbkey=Gene;gene=rnpA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21465;old_locus_tag=ECOK1_4153	gene-ECOK1_RS21465	rnpA	Gene	rnpA	protein_coding		ECOK1_RS21465	ECOK1_4153	.
4063	NC_017628.1	RefSeq	gene	4259283	4259540	.	+	.	ID=gene-ECOK1_RS21470;Name=yidD;gbkey=Gene;gene=yidD;gene_biotype=protein_coding;locus_tag=ECOK1_RS21470	gene-ECOK1_RS21470	yidD	Gene	yidD	protein_coding		ECOK1_RS21470		.
4064	NC_017628.1	RefSeq	gene	4259543	4261189	.	+	.	ID=gene-ECOK1_RS21475;Name=yidC;gbkey=Gene;gene=yidC;gene_biotype=protein_coding;locus_tag=ECOK1_RS21475;old_locus_tag=ECOK1_4154	gene-ECOK1_RS21475	yidC	Gene	yidC	protein_coding		ECOK1_RS21475	ECOK1_4154	.
4065	NC_017628.1	RefSeq	gene	4261295	4262659	.	+	.	ID=gene-ECOK1_RS21480;Name=mnmE;gbkey=Gene;gene=mnmE;gene_biotype=protein_coding;locus_tag=ECOK1_RS21480;old_locus_tag=ECOK1_4155	gene-ECOK1_RS21480	mnmE	Gene	mnmE	protein_coding		ECOK1_RS21480	ECOK1_4155	.
4066	NC_017628.1	RefSeq	gene	4262901	4262975	.	+	.	ID=gene-ECOK1_RS21485;Name=tnaC;gbkey=Gene;gene=tnaC;gene_biotype=protein_coding;locus_tag=ECOK1_RS21485;old_locus_tag=ECOK1_4156	gene-ECOK1_RS21485	tnaC	Gene	tnaC	protein_coding		ECOK1_RS21485	ECOK1_4156	.
4067	NC_017628.1	RefSeq	gene	4263196	4264611	.	+	.	ID=gene-ECOK1_RS21490;Name=tnaA;gbkey=Gene;gene=tnaA;gene_biotype=protein_coding;locus_tag=ECOK1_RS21490;old_locus_tag=ECOK1_4157	gene-ECOK1_RS21490	tnaA	Gene	tnaA	protein_coding		ECOK1_RS21490	ECOK1_4157	.
